,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
H_form,0,94.24959416980292,5.672077904187233,0.0,0.8461556256725701,9.479679293936844,0.0,False,log
B_form,1,63.291217956553695,54.62228082285192,30.958376213249228,0.15384437432742992,15.101351667793336,14.05885502838476,False,log
