frequency_thz,mean_transmission,map_transmission,lower_95,upper_95,observed_normalized
0.571568148510014,0.7996521935862931,0.8547566966225791,0.4369694162157052,0.87248322147651,0.4476394548361141
0.576453346360527,0.8031855372696611,0.8576035178146694,0.4439658104468459,0.8769230769230769,0.4221705814681568
0.58133854421104,0.8066912039986247,0.8604040276831751,0.4509626882805483,0.8774163241338814,0.3998948568939801
0.586223742061553,0.8101017242769625,0.8631593472479672,0.45795925070976545,0.8778625954198473,0.3803348111885919
0.591108939912066,0.8142112999769808,0.8658705616355016,0.4649547231203682,0.8805970149253731,0.3629187060000876
0.595994137762579,0.8180904454404638,0.8685387215041049,0.4719483546929611,0.8844585561497326,0.3471060353126534
0.600879335613092,0.8213555726286811,0.8711648444018,0.47893941781475124,0.8905450767263426,0.3324819228309725
0.605764533463605,0.8247770126451445,0.8737499160604908,0.4859272075016866,0.8926174496644296,0.3188115637347393
0.610649731314118,0.8283769997446419,0.87629489162992,0.4929110408310344,0.9004007633587786,0.3060511483948702
0.615534929164631,0.831733039526574,0.8788006968545928,0.4998902563845284,0.9029850746268657,0.2943186184447885
0.620420127015144,0.835067300754936,0.8812682291967835,0.5068642137021901,0.9051094890510949,0.2838353770984375
0.625305324865657,0.8384681638040274,0.8836983589085158,0.5138322927468726,0.907829476861167,0.2748556179224457
0.630190522716169,0.8417507698277169,0.8860919300550196,0.5207938933795799,0.9114542483660131,0.2676004250166833
0.635075720566682,0.8447407636696871,0.888449761492494,0.5277484348455619,0.9137941302587069,0.262209152420403
0.639960918417195,0.8477479275828279,0.8907726478022412,0.5346953552711583,0.9148936170212766,0.2587135687565243
0.644846116267708,0.8508993917439998,0.893061360183645,0.5416341111713838,0.9172413793103448,0.2570343152602746
0.649731314118221,0.8537830275741349,0.8953166473080406,0.5485641769681705,0.9198590280483053,0.2569962846187693
0.654616511968734,0.8563817552074211,0.8975392361353812,0.5554850445192087,0.920863309352518,0.2583592448979135
0.659501709819247,0.8592164259704682,0.8997298326956046,0.5623962226573108,0.9222742483268405,0.2608606241775165
0.66438690766976,0.8620934630267125,0.9018891228365379,0.5692972367401633,0.9230769230769231,0.2642669828340811
0.669272105520273,0.8648359853282525,0.904017772940039,0.5761876282103962,0.928982809339952,0.2684285761124011
0.674157303370786,0.8673288359897007,0.9061164306076716,0.5830669541658146,0.9326705060765463,0.273328460422641
0.679042501221299,0.8697114055622509,0.9081857253178091,0.5899347869396838,0.9366173706819401,0.2791160123192176
0.683927699071812,0.8721764157133517,0.9102262690551158,0.5967907136909064,0.9395973154362416,0.2861165164780449
0.688812896922325,0.8745084657905924,0.9122386569141595,0.6036343360039721,0.9395973154362416,0.2948136966217874
0.693698094772838,0.8766964310142913,0.9142234676781263,0.6104652694984991,0.9395973154362416,0.3058083103197485
0.698583292623351,0.8791352870215958,0.9161812643739,0.6172831434482366,0.9395973154362416,0.3197599318722064
0.703468490473864,0.8813500747681303,0.9181125948046179,0.6240876004093445,0.9395973154362416,0.3373191690420163
0.708353688324377,0.8839016405949146,0.9200179920607848,0.6308782958578112,0.9514102564102563,0.3590550082091301
0.71323888617489,0.8858946691917459,0.9218979750109254,0.6376548978358169,0.9443856479091376,0.3853798009746946
0.718124084025403,0.8885000194137185,0.9237530487727743,0.6444170866068918,0.9538461538461539,0.4164752698928405
0.723009281875915,0.8912715370587853,0.9255837051657758,0.6511645543196936,0.9538461538461539,0.4522272952458352
0.727894479726428,0.8936843752734062,0.9273904231458983,0.6578970046802375,0.9538461538461539,0.4921827366088805
0.732779677576941,0.8960350559844439,0.9291736692234285,0.664614152632388,0.9540311215502055,0.5355436051216792
