a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.6643982856539583,2.0214686297502684,-0.00010997460801927409,1.5081791807810257e-05,26970555250.687355,24.069647502624147,0.003959993207937574
