a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.7060648520742269,2.0652272312630604,0.0002150455940844218,-3.686700966648582e-07,29916284224.041924,24.253931175949628,0.003962902120033913
