a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.8353822081086646,1.9777377992058187,0.0008450742570008591,2.5146766263949217e-05,32460112568.381096,24.483869365006882,0.0020718932657356206
