a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope,temp_gamma_nonlinear
0.843320566682995,1.9691397092321095,0.0008163210345797843,2.338553543312543e-05,32484270955.29884,24.91481553204127,0.0004908831798418879,-8.83577890702281e-06
