a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope,temp_gamma_nonlinear
0.5841567030792414,2.42758856989902,0.0010984566143322446,0.00016767430776664315,34198487947.59118,24.428676851928966,0.004571477090271126,-6.265869888672822e-06
