a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.6691039530391435,2.0164664737458864,-0.00018817894069720698,3.508784799749463e-05,27027319724.54411,23.97813222827494,0.005489288402505763
