a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.7152595341419,1.9446567107102668,0.0006752081334487786,4.4135852763549974e-07,26870572583.365906,24.183014462980545,0.0037056516280800905
