,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
a_scale,0.669104,0.020536,0.630515,0.709444,0.000207,0.000161,9865.724718,11080.01994,1.00042
g_factor,2.016466,0.008394,2.00083,2.03207,0.000126,6.6e-05,4379.027497,6638.470259,1.000229
B4,-0.000188,8.9e-05,-0.000359,-3.9e-05,2e-06,1e-06,2000.038431,4825.195724,1.002388
B6,3.5e-05,4e-06,2.8e-05,4.2e-05,0.0,0.0,4483.514108,4810.900479,1.001106
log_gamma_mu_base,23.978132,0.161082,23.675209,24.275324,0.00373,0.001963,1872.40621,3891.523321,1.001904
log_gamma_sigma_base,0.589957,0.262638,0.05377,1.034643,0.005449,0.00258,2362.010044,3392.436182,1.001715
temp_gamma_slope,0.005489,0.000824,0.003934,0.007036,1.4e-05,8e-06,3254.992023,5719.938077,1.000622
