,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
H_form,0,-400.40175227906474,21.80331704544284,0.0,0.5101825417010434,25.080717524619523,0.0,True,log
B_form,1,-408.15633218743744,22.40317177886044,7.754579908372714,0.4898174582989566,29.269284992427448,16.511139490455058,False,log
