a_scale,g_factor,B4,B6,G0,log_gamma_min,log_gamma_other,gamma_min,gamma_other
0.6485972438407841,2.0201240161426175,-2.49414249597614e-06,2.0256512100351467e-05,26294113573.77501,23.193558612371096,24.69640763003948,11825908680.288607,53151259048.32904
