a_scale,g_factor,B4,B6,G0,log_gamma_min,log_gamma_other,gamma_min,gamma_other
0.6968536708010231,1.9432399711752077,0.0006923197582184923,-2.5921108328376085e-06,26140978162.710133,23.236929664212564,24.83935132793082,12350095888.145504,61318739088.62655
