a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.24438783723046856,2.1374260702252688,-0.005481951588471942,0.00023737081827817407,11091471420.416994,-3.178378232120013,0.27168167631417073
