eps_bg,d,temperature,b_field
12.069999999999999,0.0001578,4.0,4.2
12.069999999999999,0.0001578,4.0,4.5
12.069999999999999,0.0001578,4.0,4.7
12.069999999999999,0.0001578,4.0,5.0
12.069999999999999,0.0001578,4.0,5.2
12.069999999999999,0.0001578,4.0,5.5
12.069999999999999,0.0001578,4.0,5.7
12.069999999999999,0.0001578,4.0,6.0
12.069999999999999,0.0001578,4.0,6.2
12.069999999999999,0.0001578,4.0,6.5
12.069999999999999,0.0001578,4.0,6.7
12.069999999999999,0.0001578,4.0,7.0
12.069999999999999,0.0001578,4.0,7.2
12.069999999999999,0.0001578,4.0,7.5
12.069999999999999,0.0001578,4.0,7.7
12.069999999999999,0.0001578,4.0,8.0
12.069999999999999,0.0001578,4.0,8.2
12.069999999999999,0.0001578,4.0,8.5
12.069999999999999,0.0001578,4.0,8.7
12.069999999999999,0.0001578,4.0,9.0
12.069999999999999,0.0001578,10.0,9.0
13.915999999999999,0.0001578,20.0,9.0
13.915999999999999,0.0001578,30.0,9.0
13.915999999999999,0.0001578,40.0,9.0
13.915999999999999,0.0001578,50.0,9.0
13.915999999999999,0.0001578,60.0,9.0
13.915999999999999,0.0001578,70.0,9.0
13.915999999999999,0.0001578,80.0,9.0
13.915999999999999,0.0001578,90.0,9.0
13.915999999999999,0.0001578,100.0,9.0
14.91,0.0001578,110.0,9.0
14.91,0.0001578,120.0,9.0
14.91,0.0001578,130.0,9.0
14.91,0.0001578,140.0,9.0
14.91,0.0001578,150.0,9.0
14.91,0.0001578,170.0,9.0
14.91,0.0001578,190.0,9.0
14.91,0.0001578,210.0,9.0
14.91,0.0001578,230.0,9.0
14.91,0.0001578,250.0,9.0
14.91,0.0001578,270.0,9.0
14.91,0.0001578,300.0,9.0
