a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.0070221451852812,1.989483022679225,0.002029361854016963,-1.2238165002217087e-05,39595594511.3839,-4.013656196657089,0.017561961145996206
