eps_bg,d,temperature,b_field
14.691621804469326,0.0001578,4.0,4.2
14.730236462285076,0.0001578,4.0,4.5
14.725303602985136,0.0001578,4.0,4.7
14.64608037519964,0.0001578,4.0,5.0
14.75681634535532,0.0001578,4.0,5.2
14.647421621688492,0.0001578,4.0,5.5
14.667172478590167,0.0001578,4.0,5.7
14.688661209787274,0.0001578,4.0,6.0
14.697256567320938,0.0001578,4.0,6.2
14.71315709398599,0.0001578,4.0,6.5
14.695109501733555,0.0001578,4.0,6.7
14.75421077099539,0.0001578,4.0,7.0
14.702996992485243,0.0001578,4.0,7.2
14.722851714723063,0.0001578,4.0,7.5
14.742943375052938,0.0001578,4.0,7.7
14.756402455582487,0.0001578,4.0,8.0
14.739146526359594,0.0001578,4.0,8.2
14.723229015012592,0.0001578,4.0,8.5
14.763785338949011,0.0001578,4.0,8.7
14.782099795946051,0.0001578,4.0,9.0
14.787047215773308,0.0001578,10.0,9.0
14.755899483830033,0.0001578,20.0,9.0
14.559851018373676,0.0001578,30.0,9.0
14.563699391754252,0.0001578,40.0,9.0
14.471486815296382,0.0001578,50.0,9.0
14.544997475160171,0.0001578,60.0,9.0
14.499895521064225,0.0001578,70.0,9.0
14.46943612713694,0.0001578,80.0,9.0
14.446014335459767,0.0001578,90.0,9.0
14.425632631110465,0.0001578,100.0,9.0
14.522656411324824,0.0001578,110.0,9.0
14.547002894762421,0.0001578,120.0,9.0
14.63257710766793,0.0001578,130.0,9.0
14.673730606024193,0.0001578,140.0,9.0
14.671761596680113,0.0001578,150.0,9.0
14.768155099884813,0.0001578,170.0,9.0
14.806447299826411,0.0001578,190.0,9.0
14.888197128010505,0.0001578,210.0,9.0
15.019561075487818,0.0001578,230.0,9.0
15.093146219969205,0.0001578,250.0,9.0
15.210845328209478,0.0001578,270.0,9.0
15.340075367724038,0.0001578,300.0,9.0
