eps_bg,d,temperature,b_field
14.813981037637307,0.0001578,4.0,4.2
14.858412754556676,0.0001578,4.0,4.5
14.857646649898605,0.0001578,4.0,4.7
14.859663230859875,0.0001578,4.0,5.0
14.89564350774582,0.0001578,4.0,5.2
14.787905191598444,0.0001578,4.0,5.5
14.81138172833149,0.0001578,4.0,5.7
14.83765015899207,0.0001578,4.0,6.0
14.847807113183883,0.0001578,4.0,6.2
14.86962166847612,0.0001578,4.0,6.5
14.859546632373272,0.0001578,4.0,6.7
14.919531458491885,0.0001578,4.0,7.0
14.877393949771612,0.0001578,4.0,7.2
14.902295923499224,0.0001578,4.0,7.5
14.929123977462957,0.0001578,4.0,7.7
14.949223057112102,0.0001578,4.0,8.0
14.941262652821205,0.0001578,4.0,8.2
14.87173682695621,0.0001578,4.0,8.5
14.908679427807508,0.0001578,4.0,8.7
14.938095182332209,0.0001578,4.0,9.0
14.885576213016655,0.0001578,10.0,9.0
14.823004290481414,0.0001578,20.0,9.0
14.602316711108495,0.0001578,30.0,9.0
14.594751749102626,0.0001578,40.0,9.0
14.495707500196621,0.0001578,50.0,9.0
14.565164801300101,0.0001578,60.0,9.0
14.516937407762489,0.0001578,70.0,9.0
14.48418370552023,0.0001578,80.0,9.0
14.459037345537364,0.0001578,90.0,9.0
14.437262423388566,0.0001578,100.0,9.0
14.533444657935805,0.0001578,110.0,9.0
14.55675365550691,0.0001578,120.0,9.0
14.640853373062571,0.0001578,130.0,9.0
14.681456457531946,0.0001578,140.0,9.0
14.678850193293904,0.0001578,150.0,9.0
14.774681247044255,0.0001578,170.0,9.0
14.812350688119368,0.0001578,190.0,9.0
14.893566344692495,0.0001578,210.0,9.0
15.024432453848004,0.0001578,230.0,9.0
15.09749860359553,0.0001578,250.0,9.0
15.214934422974082,0.0001578,270.0,9.0
15.343785487527809,0.0001578,300.0,9.0
