a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.2752731972106983,2.0283533911021214,0.0014000508113341508,4.852850050186447e-05,52121613222.2213,26.517640405438907,-0.004874506984362063
