a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.6737855382756024,2.0320758424032648,0.0024471485762667974,-1.3098392782840492e-05,68660507496.220856,26.552794850626523,-0.004039948321668285
