,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
a_scale,0.712976,0.030956,0.658912,0.779539,0.005676,0.006272,52.515687,26.949248,1.049569
g_factor,1.945031,0.014656,1.923261,1.982876,0.003218,0.004128,49.61502,25.27941,1.055329
B4,0.000682,7e-05,0.000529,0.000805,8e-06,8e-06,107.483005,38.317899,1.033275
B6,-0.0,1.7e-05,-1.6e-05,5.5e-05,4e-06,6e-06,48.893593,24.797751,1.053318
log_gamma_mu_base,24.171643,0.236051,23.756505,24.660013,0.042285,0.043393,48.663863,28.417897,1.057021
log_gamma_sigma_base,0.942882,0.32386,0.475148,1.816947,0.065546,0.076515,51.979124,22.287869,1.051598
temp_gamma_slope,0.003729,0.001173,0.001535,0.005866,0.000212,0.000254,54.079423,25.852533,1.049176
