a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.6699314572154629,2.0225972687948763,-4.3180427526877646e-05,1.49254134753645e-05,27225544609.257122,23.9788929602751,0.005413202450255657
