a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.4031143324694766,2.0522527700912625,0.0015605170346920624,5.04111897482369e-05,58705951853.05765,-3.091196975489984,-0.005486570849083542
