a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.4996095150960087,2.099768682262885,0.001305406456818269,1.0524963051187464e-05,65682317452.34426,-2.5530963941693456,-0.004133026851139457
