frequency_thz,H_form_mean,H_form_map,H_form_lower_95,H_form_upper_95,B_form_mean,B_form_map,B_form_lower_95,B_form_upper_95,observed_normalized
0.723009281875915,0.45060807616566106,0.4481757503740899,0.4386175018232032,0.45969805001661324,0.44268888366846604,0.4447951910257649,0.4255756502829318,0.45931306686801093,0.4252696868730161
0.727894479726428,0.5028856320191873,0.5007089562759767,0.49148194531125494,0.5124427449469011,0.4976415530558855,0.4994212284587193,0.4803305519357677,0.5142311071009978,0.491472779585594
0.732779677576941,0.5617227657587393,0.5598287627464229,0.5509519632524579,0.571317078774617,0.5596191364156506,0.5610853077052728,0.5423832444647381,0.5760366145810708,0.5618845087984969
0.737664875427454,0.6267839414924166,0.6251962369612771,0.6169457117820897,0.6359996729849071,0.6282133538324944,0.6293988849876035,0.6108283100159282,0.644445289734395,0.6334629053132528
0.742550073277967,0.6969052603400065,0.6956401506334109,0.688031945965791,0.7059414532396283,0.7020488999681791,0.7030076796213633,0.683417418324538,0.7179310980338267,0.7030163550179709
0.74743527112848,0.7697241786071465,0.7687854668978985,0.761625749736236,0.7780169179776018,0.7783522354313562,0.779154145978721,0.7586643133168721,0.793852744887842,0.7675577023522242
0.752320468978993,0.8413701733613185,0.8407433264194784,0.8336093381287171,0.8487716130429638,0.8526134943122238,0.8533297244957858,0.8336747484926555,0.866583630786963,0.8245835676476564
0.757205666829506,0.9064291413882792,0.9060761165050624,0.8998864091504327,0.912823547787343,0.9186150921266021,0.9192942271747725,0.9014424726810049,0.9298547837323915,0.8722174952245628
0.762090864680019,0.9584494726913817,0.9583063299510304,0.9536398145090059,0.9632982410845344,0.9691496913510895,0.9697934567515794,0.9559053025447453,0.9764247548105236,0.9092060909177064
0.766976062530532,0.9911358618071758,0.9911153473960586,0.9885515657803506,0.9938714421887574,0.9975474111816661,0.9981033172231054,0.9903604507519103,1.0,0.9348072795587987
0.771861260381045,1.0,1.0,1.0,1.0,0.9996149988948323,1.0,0.9969803993414621,1.0,0.9486380523417641
0.776746458231558,0.983785817962098,0.9837021154415209,0.9809400615780905,0.9862805939671272,0.9750754241194075,0.975224249825311,0.9678464605784355,0.983202699471824,0.9505495388364608
0.781631656082071,0.9448988966635031,0.9446384684603245,0.9395742931455036,0.9496688127578033,0.9276632156498305,0.9275728191938609,0.917049658531174,0.9427085710527597,0.9405764106322796
0.786516853932584,0.888584643428988,0.8880754869968397,0.8813014976469639,0.8952699478406276,0.8638177587200035,0.8635603019589859,0.8512295753376157,0.8840678728874094,0.9189756143810208
0.791402051783097,0.8213383511571368,0.8205337076039041,0.8124995760860956,0.8293648661352268,0.790755401528224,0.7904566744746683,0.7774647340992021,0.8141552443765465,0.8863345757269758
0.79628724963361,0.7493530806276975,0.7482304125911956,0.7390770663113421,0.758002552009692,0.7148617454354629,0.7146638929276719,0.7023879524248767,0.7394961730817093,0.8436988305848593
