a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.2143751416001844,2.0877737709254482,0.0017367050808702897,4.4584372376023787e-05,52583212477.406525,26.326298539880266,-0.004782795817192083
