a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.9189187742152296,2.3965830841084506,0.0012270183633397108,0.00014913845918054753,52431161162.611534,26.599297160272254,-0.0030884055304959642
