eps_bg,d,temperature,b_field
14.826561135089152,0.0001578,4.0,4.2
14.869322530199915,0.0001578,4.0,4.5
14.867779699635989,0.0001578,4.0,4.7
14.867380271705157,0.0001578,4.0,5.0
14.90310115059247,0.0001578,4.0,5.2
14.795819662594944,0.0001578,4.0,5.5
14.818521765442402,0.0001578,4.0,5.7
14.84465325314953,0.0001578,4.0,6.0
14.853998302224637,0.0001578,4.0,6.2
14.876515827109383,0.0001578,4.0,6.5
14.866392785753463,0.0001578,4.0,6.7
14.927658496019163,0.0001578,4.0,7.0
14.886180016697839,0.0001578,4.0,7.2
14.912158347173083,0.0001578,4.0,7.5
14.940822765271777,0.0001578,4.0,7.7
14.962692180675944,0.0001578,4.0,8.0
14.874729201168096,0.0001578,4.0,8.2
14.89264902746564,0.0001578,4.0,8.5
14.931947625759783,0.0001578,4.0,8.7
14.963991766179253,0.0001578,4.0,9.0
14.981712555524998,0.0001578,10.0,9.0
14.935257041845826,0.0001578,20.0,9.0
14.8076624912846,0.0001578,30.0,9.0
14.697368758095365,0.0001578,40.0,9.0
14.583483831054556,0.0001578,50.0,9.0
14.643462987073585,0.0001578,60.0,9.0
14.58671264525239,0.0001578,70.0,9.0
14.54601020100242,0.0001578,80.0,9.0
14.513842291752185,0.0001578,90.0,9.0
14.488721645377845,0.0001578,100.0,9.0
14.652257698819453,0.0001578,110.0,9.0
14.65381851098,0.0001578,120.0,9.0
14.675881832838064,0.0001578,130.0,9.0
14.718816015725107,0.0001578,140.0,9.0
14.762749506265168,0.0001578,150.0,9.0
14.806457698077326,0.0001578,170.0,9.0
14.846513716962162,0.0001578,190.0,9.0
14.919765879791653,0.0001578,210.0,9.0
15.046189749719103,0.0001578,230.0,9.0
15.120461833177044,0.0001578,250.0,9.0
15.234301744327867,0.0001578,270.0,9.0
15.360006091126234,0.0001578,300.0,9.0
