a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.7129761951910056,1.945031315384179,0.0006818623329373591,-1.267428954158233e-07,26795113309.144424,24.17164298806734,0.0037293097963327056
