,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
a_scale,0.669931,0.020903,0.632074,0.710877,0.000234,0.000163,8033.521324,10799.586709,1.003094
g_factor,2.022597,0.017291,1.9995,2.065003,0.005312,0.004864,18.815765,27.609683,1.15641
B4,-4.3e-05,0.000271,-0.000352,0.00056,0.000123,7.5e-05,7.124784,27.612668,1.53282
B6,1.5e-05,3.5e-05,-5.3e-05,4.2e-05,1.7e-05,1e-05,7.13625,32.512985,1.529621
log_gamma_mu_base,23.978893,0.174261,23.652271,24.304313,0.005123,0.003415,1192.65173,1633.65114,1.005665
log_gamma_sigma_base,0.698558,0.396157,0.000384,1.449489,0.112005,0.078427,17.773931,26.380575,1.190575
temp_gamma_slope,0.005413,0.00091,0.003648,0.007056,9.6e-05,3.3e-05,108.662991,145.777835,1.033161
