Data_Point,H_form_pareto_k,B_form_pareto_k
123,-0.005209662249587578,-0.019905454601400262
124,-0.021100964643580026,-0.0469728648066669
125,-0.04227728579400031,-0.06913695550347708
126,-0.0874242710029341,-0.10506559091187495
127,0.006189102745290295,-0.07961988483349204
128,-0.45511212541098267,-0.16451627788108608
129,-0.4961776374497799,-0.13073419600744135
130,-0.3234894301264972,-0.0927185621908592
131,0.3371531948849509,-0.14265518755911605
132,-0.08594502054331105,0.021486806204953957
133,-0.07817324040612408,0.040073774925225264
134,-0.10460297046961721,0.00786659449952566
135,-0.134094049043772,-0.059316466747302767
136,0.12273158528591616,-0.15796136800848923
137,-0.13989687034464948,-0.1433921310984188
138,-0.14028563519714835,-0.14351884836659926
139,-0.13973791463126456,-0.14341596885627794
140,-0.13982847196092438,-0.14334414434649914
141,-0.1407419232963623,-0.14335624652755763
142,-0.14038396888712593,-0.14353297388846187
143,-0.14025002261344416,-0.14322286661872558
144,-0.14081710618603732,-0.14380347259558451
145,-0.14076703415370226,-0.1443295692102061
146,-0.14111755392091,-0.14413454480407706
147,-0.14145138850889982,-0.1445169333015258
148,-0.14094873864644925,-0.14439032927975715
149,-0.1410452129604772,-0.14425324671386186
150,-0.1403446200684834,-0.14415876976583558
151,-0.1402955215858681,-0.1449088251519702
152,-0.14051870392177188,-0.1446739567598379
153,-0.1395907334160595,-0.1457416512403447
154,-0.14001176720619501,-0.147258102373698
155,-0.1401884727412454,-0.1467525039156172
156,-0.14008451408057343,-0.1473253675326664
157,-0.14143238133241395,-0.1462343806923354
158,-0.1413418439704258,-0.14611420161075103
159,-0.14200894627703933,-0.14590990862685912
160,-0.14186975698608909,-0.14669614581368728
161,-0.14279449738120842,-0.14818205151845826
162,-0.14243032984591683,-0.1504171386688673
163,-0.14326897235914487,-0.15015553356753766
164,-0.1442937124249851,-0.1504820640551874
165,-0.14552912133068394,-0.1497746283647711
166,-0.1461230168300112,-0.1504874137583568
167,-0.1460505757087727,-0.151084653682927
168,-0.1432470042125592,-0.15203201681175554
169,-0.14250288264105257,-0.14778832987643495
170,-0.14166161359191326,-0.14460465934330705
171,-0.13624441504212823,-0.14050770765239232
172,-0.1404847571440141,-0.13855631686881195
173,-0.14093157141078913,-0.14092959692498405
174,-0.1402803234647064,-0.14051283393091796
175,-0.14056836231230235,-0.14068467799603648
176,-0.13944205638998433,-0.14123875480630035
177,-0.1410734083481138,-0.14208420087619986
178,-0.14154297707857014,-0.14673340327193438
179,-0.1432442408885127,-0.14855620254308438
180,0.04204057399009394,-0.027929059196941615
181,0.13938489126116885,0.03353226835921957
182,0.20144260739109937,0.10159630204038879
183,0.2280706061098843,0.15771280272385055
184,0.20558495034730861,0.19747239998130384
185,0.13849752264856607,0.15467330996749196
186,0.13869886466580778,0.26552133430277364
187,0.20408895763018844,0.45078169721734856
188,0.6383031805069659,0.713148920701738
189,0.19093781603886417,0.18014517837543506
190,-0.28502239208863317,-0.11897272573261017
191,-0.04744225718969719,-0.09854895491313818
192,-0.07539496012416154,-0.14349565900498762
193,-0.027353938885695022,0.01231026118917
194,0.03493668204672184,0.0088361848616837
195,-0.1405044665226275,-0.15044010859661333
196,-0.14395061625657793,-0.16726138072733077
197,-0.6570623928612795,-0.1783073911514541
198,-0.22044852775931015,-0.19420638648032318
199,0.0633164221169986,0.10074027904363683
200,0.2533101819008929,0.34375669544174275
201,0.37283513672911894,0.6495584883276426
202,0.33253902683121733,0.3893295301273961
203,0.24304188149694572,0.2387043316981337
204,0.07225335220931044,0.011720051082118241
205,0.05613534451631294,0.06806141261124303
206,0.02870814376648939,0.05457674703184919
207,0.0159971734040049,0.023552324786427506
208,-0.002091241456261353,-0.019138190137580027
209,-0.03530138957000844,-0.04181947791066282
210,-0.1375718755141458,-0.1459795245403352
211,-0.1367956842215519,-0.13863591468729497
212,-0.13751051307036966,-0.14022604831410965
213,-0.1396593907067354,-0.1427280022415623
214,-0.14128463722949539,-0.1418634413008715
215,-0.1399619466179716,-0.14252454385083915
216,-0.1405959779225179,-0.14304929235775107
217,-0.14088176766226654,-0.1429983012050743
218,-0.1417534147184628,-0.14365644556055263
219,-0.1414939654694103,-0.14406533548695133
220,-0.14180586916504448,-0.1435799680423543
221,-0.1420517782982405,-0.14373707129979243
222,-0.14228767384220467,-0.14381755379013744
223,-0.14182285602376113,-0.14311740013140425
224,-0.1414457419389002,-0.14402010289614398
225,-0.14127196445405757,-0.14439146549683002
226,-0.14152116787559033,-0.14484375518548206
227,-0.14108459548823532,-0.14536096246960764
228,-0.14154673531136674,-0.14479439839544517
229,-0.14113496296499292,-0.14610489843611818
230,-0.14134130121738261,-0.1469621590074652
231,-0.14212670765955013,-0.1477033949600554
232,-0.14183571098874506,-0.14812030341285481
233,-0.14415719471640323,-0.1481006735723196
234,-0.14339968080668916,-0.1498259296444723
235,-0.1435846617683752,-0.1519779013898357
236,-0.14324444976489528,-0.15256358429648217
237,-0.14153882700078074,-0.1532214056459426
238,-0.14154674606221485,-0.1521035608498559
239,-0.14248312169996613,-0.15287921036727997
240,-0.14226598313700395,-0.1525636226340727
241,-0.07189398531847746,-0.04815655136246597
242,-0.06627277515461544,-0.03325426906961074
243,-0.06118831372656908,-0.024549549091190857
244,-0.05002141028741989,-0.019108502551070643
245,-0.044399047388327194,-0.03952235464082277
246,-0.04438861736437946,-0.07104826764835269
247,-0.06612257531335389,-0.07015818492966146
248,-0.07554543133442253,-0.05862777308094589
249,-0.07273747193133365,-0.05821335006124256
250,-0.05793840126947239,-0.07819003727931254
251,-0.03907130462015991,-0.07775317015735982
252,-0.05462314900581071,-0.07073661734208113
253,-0.07858713732858286,-0.09185958262367433
254,-0.0676506023409591,-0.13742437557937648
255,-0.024755338377595373,-0.16740089840516642
256,-0.09375626159388997,-0.1874223029946178
257,-0.16026051683448692,-0.19807620992324756
258,-0.14011046225332807,-0.1370077584298735
259,-0.14009400565895164,-0.13757551622134528
260,-0.13916067026832374,-0.1376277997186037
261,-0.1387176801880527,-0.13942502333693627
262,-0.13851658224683816,-0.14025612902796028
263,-0.13943089089578656,-0.14103675404781263
264,-0.1400633131173422,-0.14031330821764412
265,-0.14083752729497823,-0.14028422038272456
266,-0.14112164413675288,-0.1401254654200294
267,-0.14112485329172253,-0.14216972664908856
268,-0.14153952053367955,-0.14272522531021614
269,-0.14188720052863948,-0.14273501851893544
270,-0.14146301093306857,-0.14276201971605634
271,-0.141236494233294,-0.1429426740125521
272,-0.14020489705533,-0.1437467570423342
273,-0.13977327875741632,-0.14596565542097278
274,-0.1397417900193339,-0.1458111472197743
275,-0.13965860782072642,-0.14589710439933776
276,-0.14005543636606507,-0.1469213818860581
277,-0.1405060370992231,-0.14777489402926744
278,-0.1404658666963616,-0.14895719650248174
279,-0.14058051103720942,-0.1492134638222374
280,-0.14118923731561475,-0.14731338255321097
281,-0.1422417276777812,-0.14726704147337458
282,-0.14307256458270975,-0.14785357748820085
283,-0.1424956126049783,-0.14949479594921267
284,-0.14281868635456843,-0.14909297741386687
285,-0.1411013790083714,-0.1500276231660148
286,-0.1426877005830884,-0.1490218280861886
287,-0.14184716302336292,-0.1506098779131731
288,-0.14043619679476418,-0.15152857406640216
289,-0.14239031819249118,-0.1525975229354179
290,-0.14211191574904405,-0.15237553824695665
291,-0.14321896492592667,-0.14944065036949455
292,-0.14281750737042684,-0.14561347090750557
293,-0.031456850264995756,-0.05421421218489763
294,-0.03848423587177464,-0.060799649192135985
295,-0.04447622926619192,-0.06166538218167814
296,-0.052570688886199216,-0.05682740982931898
297,-0.06805868181806549,-0.0633952987730752
298,-0.07095833892566544,-0.08297075250186758
299,0.010426168299602405,-0.024863609165328496
300,-0.032777377907951134,-0.053057154658614394
301,-0.24431123106000624,-0.12517012270051192
302,-0.35956788295676045,-0.19455745252999346
303,-0.3819894196701144,-0.23176044705661605
304,-0.4077289669812871,-0.21730747448144314
305,-0.3795250274385649,-0.18747397121536113
306,-0.35916110441304466,-0.15477851139493115
307,-0.3499172910931936,-0.14506743413617845
308,-0.35398027320787423,-0.13933054649595236
309,-0.3662724193538082,-0.16682726944483292
310,-0.1391754244988915,-0.13881857644413903
311,-0.1389201668158579,-0.13976058150822265
312,-0.1394962835008637,-0.1408564516075217
313,-0.13886009577434266,-0.14084855085667267
314,-0.14093155607987326,-0.14013337498072514
315,-0.1411429555460436,-0.1395044367564749
316,-0.14117411358514986,-0.13991889804176386
317,-0.14063932351306316,-0.13996693345220879
318,-0.14115578797884948,-0.13996373005648627
319,-0.1411851209566903,-0.14136211773754961
320,-0.1411713209284788,-0.14144207251842456
321,-0.1411317295586152,-0.14238800495761675
322,-0.14142245532153863,-0.14327136779571387
323,-0.14215216832779806,-0.14386823221697959
324,-0.14236256084207333,-0.14486314002245762
325,-0.14225135730570354,-0.14490995195364606
326,-0.14208572396535915,-0.14605465689145472
327,-0.14150777927919542,-0.14608472098830885
328,-0.14105774327224282,-0.1456362431706095
329,-0.1418946795317147,-0.14603471475065244
330,-0.14196740408938452,-0.1468002802966907
331,-0.1414704075055323,-0.14707452201487597
332,-0.1416958597659899,-0.1470565099555374
333,-0.1419749522890305,-0.14716270255608946
334,-0.141829135454161,-0.14527942578034603
335,-0.1420679474246931,-0.14658879222889012
336,-0.14218551594569306,-0.14669224701593783
337,-0.143152526203654,-0.14858415189751162
338,-0.14366540195341562,-0.14852474100397162
339,-0.1428230229575215,-0.14717561142470567
340,-0.14176941288915065,-0.14579785463147255
341,-0.14169162608336017,-0.14704689854161293
342,-0.1409268312869849,-0.1444710064549377
343,-0.14098875710014674,-0.1441350197636468
344,-0.13879966212229838,-0.14126194227939382
345,-0.13782266056328285,-0.1395371638394379
346,-0.13649231390845415,-0.1401124271012369
347,-0.13605420010553615,-0.13962978415701738
348,-0.1414466856290916,-0.13900763594894303
349,-0.1457441181360541,-0.14106883445321627
350,-0.14635995093781243,-0.14128336576355158
351,-0.1476574823363428,-0.1432841940740349
352,-0.14700804231358552,-0.14267071328959863
353,-0.14555726247149964,-0.14018789157165631
354,-0.14056137824925857,-0.1385170107085503
355,-0.13886748902537147,-0.14115315003293302
356,-0.2754536988003986,0.08611746792579553
357,-0.1395699697299035,0.0014800103483842686
358,-0.07579409462028747,0.0001946823289932054
359,-0.014168704190326568,-0.020878383972467943
360,0.02281615112673646,-0.010707499277621648
361,0.21096418535307368,0.04042184980944601
362,0.8940333999179344,0.12616418539415858
363,1.0851431715861537,0.1866314985511814
364,-0.2882796919047693,-0.330600618408434
365,-0.5404442498644852,-0.004170284539898676
366,0.11795287230003,0.07945535394713141
367,1.6697386045510811,0.4367290648996518
368,1.0146982689014359,0.6506439606551008
369,0.4067461179402094,0.2012108391119501
370,0.47141934674093866,0.018479665153773292
371,-0.03533878552590023,-0.09279354202727486
372,0.09307464334084527,-0.10588873578979699
373,0.4122581802572354,0.3709004631813667
374,0.23963722634013118,0.26558200961047496
375,0.06726387250732951,0.11119360976224466
376,-0.006352862885946037,0.022484751416580413
377,-0.024758507859884458,-0.056712878451251655
378,0.03577627413545929,-0.05722541241475321
379,-0.01802572943657201,-0.044596470333409126
380,0.00255577893504246,-0.0327747893083672
381,-0.02680869844486953,-0.018929141507507997
382,-0.13792445631102765,-0.14170399926668098
383,-0.1406035811235158,-0.13932453533512634
384,-0.14458622141146443,-0.1401634474219017
385,-0.1450497763458662,-0.141686070536261
386,-0.1436780606821396,-0.1403897563575124
387,-0.14019225742025865,-0.13865784869048106
388,-0.13857543279329393,-0.14160953935596318
389,-0.13984472448729868,-0.14233436651865997
390,-0.13930623757404412,-0.14186633991063385
391,-0.14033956791892102,-0.1441506229607484
392,-0.1407061850836882,-0.14340849428651697
393,-0.14075112282554894,-0.14334408337964327
394,-0.1393534173369516,-0.14190958161414663
395,-0.13937326004528441,-0.1429991538745965
396,-0.13964510989680343,-0.14433585440386276
397,-0.1397452497282035,-0.14402426727112563
398,-0.13873703536463156,-0.14388167966816748
399,-0.13988534120526705,-0.1445092224969069
400,-0.14015457682238103,-0.14251170917305261
401,-0.13855148833300637,-0.14251399474183546
402,-0.1411552922111898,-0.1430316253594362
403,-0.14086395659341264,-0.144177971677187
404,-0.14118169733786684,-0.14334929367155866
405,-0.14114531101685474,-0.1431441195267609
406,-0.14071612262639627,-0.14212114647731386
407,-0.13962829007729322,-0.14586865080794298
408,-0.14036876672455115,-0.14364928394771181
409,-0.13991196350716043,-0.14407534014429518
410,-0.13989049464025824,-0.14131191690533343
411,-0.1408437664309255,-0.14233574101836635
412,-0.14061803873937023,-0.14312286893653042
413,-0.0728812020019787,-0.06724718239525027
414,-0.08528872747626423,-0.08363870268948964
415,-0.09580757325301947,-0.10629871756239292
416,-0.09819434890722886,-0.10513877984802682
417,-0.11182902460465781,-0.12466381822995548
418,-0.1053439270385984,-0.08523025017466852
419,-0.12011390475288904,-0.06402721721777234
420,-0.1178042871867762,-0.08372987055916921
421,-0.1304711633114692,-0.09190791196546698
422,-0.1267856366218826,-0.09936250394659704
423,-0.12483823370403165,-0.14413461146196385
424,-0.09440745137585158,-0.15298926764518214
425,-0.07373280018492805,-0.10162862661663376
426,-0.09450193896151295,-0.0686496353560842
427,-0.1171805024918661,-0.06612590444237287
428,-0.12526246130288585,-0.061655673062552846
429,-0.15909471580171464,-0.05068013002124992
430,-0.22916493910845778,-0.04536752668037247
431,-0.14154647860946842,-0.14488328033126777
432,-0.1406214308674273,-0.14346606344024387
433,-0.14033753134386517,-0.14345117505751007
434,-0.14068975648441595,-0.1426953569784672
435,-0.13937952415647198,-0.14414696437550412
436,-0.1400322963510687,-0.14253717228149473
437,-0.1396851196109413,-0.14224016973947892
438,-0.1391970893491424,-0.14318705652428645
439,-0.13984088377094445,-0.1435735047638945
440,-0.14093223497308702,-0.1429456826245576
441,-0.14083577972872277,-0.14293916267965223
442,-0.14072785091008577,-0.14306054718957603
443,-0.14059930508390103,-0.14379908388391993
444,-0.1387478839840373,-0.14145426888451526
445,-0.13994974618205913,-0.14406283615659604
446,-0.14059879193033292,-0.14348058628589197
447,-0.1380838561482151,-0.14229108676374794
448,-0.13869545480026624,-0.1387132965184373
449,-0.1395777835487149,-0.1385303566717822
450,-0.14151192403436288,-0.1392434310473431
451,-0.14159551633173545,-0.1390374525636298
452,-0.14111037107527924,-0.14000685444086475
453,-0.14003564637801802,-0.138706843752257
454,-0.13900043399476553,-0.13870525851886292
455,-0.13872930898789643,-0.14122289020807158
456,-0.13856256620080298,-0.14151731096326484
457,-0.13850804344439846,-0.14191367976773991
458,-0.13947192192865163,-0.14076922589636193
459,-0.14226311420021365,-0.13949812784788745
460,-0.143506225037017,-0.1387607672311773
461,-0.14376764208089174,-0.13802256813315533
462,-0.14389119355541094,-0.1381848913515628
463,-0.14450903418633776,-0.13868857956399655
464,-0.14373784691476074,-0.13979455209986694
465,-0.04545883756486765,-0.04236725622386021
466,-0.05444667561924537,-0.05345402854284822
467,-0.07378052479903661,-0.06309164035999099
468,-0.09510970392822933,-0.07052532085287783
469,-0.10612991005949685,-0.057809276771390465
470,-0.04824808331096693,-0.05951516460858645
471,-0.0008840914459092591,-0.04110275658301411
472,0.03198183387973719,-0.032228859232760074
473,-0.01846413967012093,-0.04985242868811659
474,-0.12567800844245305,-0.05649791510726634
475,-0.19097138350969567,-0.09720870522100648
476,-0.12639687725279475,-0.09628688514178076
477,0.020987866040165927,-0.08943167274824045
478,0.035568802203568985,-0.040501568829950964
479,-0.06040767640238817,-0.06034292299215277
480,-0.14366352121032072,-0.050629936250906935
481,-0.24675005487576718,-0.05189611637058473
482,-0.38866250162389,0.058944701135442784
483,-0.14117017924914965,-0.14603274313109033
484,-0.1422458404959004,-0.1467511048866945
485,-0.14184023555548522,-0.14776426264739553
486,-0.14195752265664416,-0.14566764850866362
487,-0.14127110425060008,-0.1456115185491312
488,-0.1419712756431693,-0.14436800333480754
489,-0.14187668477581405,-0.14268718539010222
490,-0.1414102059470191,-0.14271009740282303
491,-0.14115321611358414,-0.14253094616001188
492,-0.1414609807927015,-0.1425480090171309
493,-0.14127875214186292,-0.14177633784047713
494,-0.14146317419320187,-0.14200724105357668
495,-0.1415741206837517,-0.1434388511249709
496,-0.1404424324026737,-0.1432828358119129
497,-0.13980922177061,-0.1426807967367591
498,-0.13950046634856364,-0.14268744298067215
499,-0.1396609815237491,-0.1445784079906719
500,-0.13990445611529545,-0.1436820918717823
501,-0.1382671093653545,-0.14205102295362806
502,-0.13929956323896037,-0.1419414872487275
503,-0.13827086552086348,-0.14157628840962908
504,-0.13826661180716862,-0.1418266970397945
505,-0.1392722855054735,-0.14177181129137753
506,-0.13907831566689877,-0.142301789729441
507,-0.13985921130494477,-0.14341645868417993
508,-0.14050493664954258,-0.1445863534761986
509,-0.13995076581881294,-0.1451391487274314
510,-0.14034400259743648,-0.14323602793563858
511,-0.13902918271627146,-0.1454362690889026
512,-0.1392569958772348,-0.1416979589415701
513,-0.14062554676191116,-0.14434440347637906
514,-0.14128133667251488,-0.1446244384917935
515,-0.1399924007422746,-0.14864451298611253
516,-0.13884195486652892,-0.14763598607640427
517,-0.13974740577537315,-0.1453698609812337
518,-0.1407373307746887,-0.14520213979808852
519,-0.14169169267980836,-0.14648122315349604
520,-0.1408596537957153,-0.14744605546819875
521,-0.14152412184926458,-0.1455678257196718
522,-0.1408274382249802,-0.14352116699163367
523,-0.14089452921625273,-0.14397737195820517
524,-0.14081570686971248,-0.14421990207529725
525,-0.14064877073253626,-0.1426934806853499
526,-0.14010191673880068,-0.14164919992240826
527,-0.13911937565606103,-0.1421990219400797
528,-0.13822945371719086,-0.14181466618354838
529,-0.13669844454785204,-0.1424217343144746
530,-0.13810450996199886,-0.14267371973531795
531,-0.09172049184059658,-0.19833847892833364
532,0.031540911995937004,-0.18716617724726417
533,0.28957762186490427,-0.14623209545499144
534,0.6331446775278284,-0.04108826540391069
535,0.7573431271627065,0.17812798192675194
536,0.7310793099339371,0.5492753213123912
537,0.4943435840767267,0.6730970992048834
538,0.3781689055924967,0.2158766452364869
539,0.8172385988206341,0.3715811698800463
540,0.12045269440981816,0.07373180691742968
541,0.7040984606409266,0.10815329085275008
542,0.06792915308269004,0.14879549720655602
543,0.041218081765377675,0.10567503832852931
544,-0.005380097629129867,0.056960732138941275
545,-0.04505943720231251,0.01671205111356756
546,0.1774889407643663,0.2366824975057595
547,0.10133243519056609,0.04313699351418416
548,0.30439466175922203,0.10659196455091793
549,0.35665443811284336,0.08381420930338777
550,0.2124843948476349,0.007948495767598016
551,0.058950193338229456,-0.06669247931713432
552,-0.13903697306712304,-0.14380689148192266
553,-0.13945341966585198,-0.14530866846382842
554,-0.1405387347669497,-0.14385961620536117
555,-0.1410246859111554,-0.14294817816489103
556,-0.1413141998844787,-0.14310394897656736
557,-0.14160255018329262,-0.14323721165491424
558,-0.1416547386782246,-0.14314989654030197
559,-0.14156311371880795,-0.14314633981979216
560,-0.14137599943475324,-0.14328333222350814
561,-0.14137683539283544,-0.14337073292313893
562,-0.14129133949861655,-0.14339505247423748
563,-0.14099118718083303,-0.14335430559681456
564,-0.14072817046221134,-0.1432571640642179
565,-0.14051938716035345,-0.14320743034466435
566,-0.14037066396976025,-0.1432651085625318
567,-0.140316636232036,-0.14319107288805394
568,-0.14031354551559164,-0.14320015716760595
569,-0.14037567875575224,-0.143270344982343
570,-0.14044985482454264,-0.14338436527451578
571,-0.14052296135323042,-0.14337411235052222
572,-0.14060058119682098,-0.1434007181063619
573,-0.14055798681151013,-0.14343135368983317
574,-0.14049128799469868,-0.14345672246756372
575,-0.1405489473808406,-0.1434726156696427
576,-0.1406217659658155,-0.1434718751613449
577,-0.14070585265686286,-0.14370979666631883
578,-0.14081338987788405,-0.14392675210096575
579,-0.14085699022344006,-0.14356722949291212
580,-0.14076255211462307,-0.14320096614926964
581,-0.14042955863114204,-0.14321411442661855
582,-0.14028848464656984,-0.14469248409416002
583,-0.13971028468117688,-0.14476870191618926
584,-0.139124692736087,-0.14532056015753544
585,-0.14049404739761337,-0.14646900509552077
586,-0.07607637847124855,-0.09628141436741498
587,-0.056146285943116436,-0.09528803497334185
588,-0.039065326413762785,-0.08147267563287384
589,-0.024731211831756576,-0.0710220101244821
590,-0.0037591875695141557,-0.05538548747468509
591,-0.00024002777675794298,-0.056451553064991535
592,-0.009539097719833547,-0.07149748950547469
593,-0.040431722439583845,-0.08724033488095158
594,-0.04427176969174882,-0.10040940332377452
595,0.16277266901666615,-0.08446617787950865
596,-0.12165461962408902,-0.13565431249828866
597,-0.13834186948833896,-0.1406999820995149
598,-0.14716709883807422,-0.15391407724158843
599,-0.16362984578411915,-0.16946977483304856
600,-0.13998399447021723,-0.14449948781411232
601,-0.13991311684287247,-0.144215527031434
602,-0.13976877280604452,-0.14412879420486713
603,-0.1394190036684556,-0.1438247677546408
604,-0.13940571663307358,-0.14434607852323553
605,-0.13921762866491727,-0.14402358205351015
606,-0.13912815900058362,-0.14393227824772462
607,-0.1390232309208509,-0.1439563694248015
608,-0.1392509414022673,-0.1441370438905088
609,-0.13927819199071956,-0.14422880379065608
610,-0.1392322089461007,-0.1441727997556396
611,-0.13920154788657726,-0.1440750243414774
612,-0.13918241007626805,-0.1441393509770024
613,-0.13916985898437514,-0.14406228824510542
614,-0.13916083377749117,-0.14409369420730464
615,-0.13915163770080924,-0.14411972458178188
616,-0.13928508954347424,-0.14412768977699822
617,-0.1393639946172738,-0.14411426160760257
618,-0.13948044963169984,-0.1440822762350805
619,-0.13959982625525827,-0.14424365039770756
620,-0.13972649351058491,-0.14444972982621168
621,-0.1398590775649113,-0.14466106863681924
622,-0.14000166857287663,-0.14434712571822078
623,-0.1401595569485562,-0.14436936383079896
624,-0.14032897068634784,-0.14419906115164666
625,-0.14053539769135215,-0.14393580308911663
626,-0.1406680839754651,-0.1437701218310162
627,-0.140331867458174,-0.14361853393167293
628,-0.14023945522847708,-0.14338405382744682
629,-0.14026605952745708,-0.14303938462790886
630,-0.1398708837322736,-0.14270508553501743
631,-0.14010560804289401,-0.14324158520221386
632,-0.14005393077620595,-0.1430061996939401
633,-0.13640559638565872,-0.09516280978371415
634,-0.1694115893670645,-0.09484921511289535
635,-0.22527452920747235,-0.1336874495085179
636,-0.3259121336994969,-0.2086861603477158
637,-0.44770566574966963,-0.28511787497305013
638,-0.10992908124909548,-0.13432661214685546
639,-0.14106902569297564,-0.14600484767415975
640,-0.13893654127460625,-0.14020495442665462
641,-0.14050772529184347,-0.14348412610354283
