Temperature_K,eps_bg,Fixed_thickness_um,Fixed_B_field_T
4.0,13.54939203541778,157.79999999999998,9.0
30.0,13.894308736846055,157.79999999999998,9.0
100.0,14.169257720470098,157.79999999999998,9.0
300.0,15.171186296714264,157.79999999999998,9.0
