eps_bg,d,temperature,b_field
14.754699297905171,0.0001578,4.0,4.2
14.797122754028027,0.0001578,4.0,4.5
14.795085171889678,0.0001578,4.0,4.7
14.718883042335255,0.0001578,4.0,5.0
14.832139484285053,0.0001578,4.0,5.2
14.728926329374486,0.0001578,4.0,5.5
14.750911579813733,0.0001578,4.0,5.7
14.777615839526986,0.0001578,4.0,6.0
14.783281659638696,0.0001578,4.0,6.2
14.804625945171617,0.0001578,4.0,6.5
14.794930371679822,0.0001578,4.0,6.7
14.855131431611753,0.0001578,4.0,7.0
14.813523437887904,0.0001578,4.0,7.2
14.839427899095426,0.0001578,4.0,7.5
14.866545629671885,0.0001578,4.0,7.7
14.887797146930442,0.0001578,4.0,8.0
14.880634214313847,0.0001578,4.0,8.2
14.813259117008927,0.0001578,4.0,8.5
14.85205102697137,0.0001578,4.0,8.7
14.88436378001418,0.0001578,4.0,9.0
14.877478871762603,0.0001578,10.0,9.0
14.864746381381655,0.0001578,20.0,9.0
14.6528558092759,0.0001578,30.0,9.0
14.642559935610802,0.0001578,40.0,9.0
14.537809704922791,0.0001578,50.0,9.0
14.603783940893756,0.0001578,60.0,9.0
14.551780030256865,0.0001578,70.0,9.0
14.515263708740672,0.0001578,80.0,9.0
14.486564377417965,0.0001578,90.0,9.0
14.463380170256736,0.0001578,100.0,9.0
14.636353410092573,0.0001578,110.0,9.0
14.637175966738774,0.0001578,120.0,9.0
14.658471439559678,0.0001578,130.0,9.0
14.700440024685076,0.0001578,140.0,9.0
14.747409216407025,0.0001578,150.0,9.0
14.790849995565187,0.0001578,170.0,9.0
14.829969535457,0.0001578,190.0,9.0
14.906920715953609,0.0001578,210.0,9.0
15.035454237106888,0.0001578,230.0,9.0
15.10923356616207,0.0001578,250.0,9.0
15.224766923542418,0.0001578,270.0,9.0
15.351982173069588,0.0001578,300.0,9.0
