a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.7544709309999282,2.3838598688424946,0.001914465851465919,0.00017643799423514494,42592323141.08566,26.299339559602473,-0.0035649652773939093
