eps_bg,d,temperature,b_field
14.685966353840287,0.0001578,4.0,4.2
14.722264975931028,0.0001578,4.0,4.5
14.716030919998525,0.0001578,4.0,4.7
14.712282403130262,0.0001578,4.0,5.0
14.743256065887325,0.0001578,4.0,5.2
14.633336792534434,0.0001578,4.0,5.5
14.651401402500067,0.0001578,4.0,5.7
14.671219469458295,0.0001578,4.0,6.0
14.678143283729614,0.0001578,4.0,6.2
14.692902559015725,0.0001578,4.0,6.5
14.673481492547893,0.0001578,4.0,6.7
14.731931268614645,0.0001578,4.0,7.0
14.679763490973754,0.0001578,4.0,7.2
14.698593104708356,0.0001578,4.0,7.5
14.718548225063785,0.0001578,4.0,7.7
14.731084742963734,0.0001578,4.0,8.0
14.71440357920068,0.0001578,4.0,8.2
14.696338395576072,0.0001578,4.0,8.5
14.737056914318641,0.0001578,4.0,8.7
14.755648865486142,0.0001578,4.0,9.0
14.795790095770156,0.0001578,10.0,9.0
14.798937187616936,0.0001578,20.0,9.0
14.616859551575839,0.0001578,30.0,9.0
14.613489506427364,0.0001578,40.0,9.0
14.514253436352469,0.0001578,50.0,9.0
14.583652478750148,0.0001578,60.0,9.0
14.53470136904798,0.0001578,70.0,9.0
14.50037797983466,0.0001578,80.0,9.0
14.473582109628028,0.0001578,90.0,9.0
14.451697921776287,0.0001578,100.0,9.0
14.625892263276823,0.0001578,110.0,9.0
14.569581742411678,0.0001578,120.0,9.0
14.649967420481858,0.0001578,130.0,9.0
14.693133809606953,0.0001578,140.0,9.0
14.739675878477119,0.0001578,150.0,9.0
14.784585768601175,0.0001578,170.0,9.0
14.825042805707445,0.0001578,190.0,9.0
14.901727097020666,0.0001578,210.0,9.0
15.030516049201298,0.0001578,230.0,9.0
15.105420721915937,0.0001578,250.0,9.0
15.220858269669604,0.0001578,270.0,9.0
15.348249603553693,0.0001578,300.0,9.0
