a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.3970137995472833,2.143614408140718,0.001483077275957117,3.1769775233601225e-05,63770732141.09692,26.420175066984164,-0.00444967051064698
