a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.6851868503310581,1.9488236097734335,0.0006979706458357573,-5.617090245121597e-06,25851244582.394596,24.20322198247849,0.0025877665088600544
