a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
1.3169546366249958,2.1798655531880184,0.0010811678049709767,5.4358462476532856e-05,62166670037.2547,26.543582080673538,-0.00496428422962735
