a_scale,g_factor,B4,B6,G0,log_gamma_mu_base,temp_gamma_slope
0.753745154137274,2.385070037071452,0.0019184587543066753,0.00017670837810820653,42594564106.16493,26.53424315403552,-0.0035846038532928097
