a_scale,g_factor,B4,B6,G0,log_gamma_min,log_gamma_other,gamma_min,gamma_other
0.6994762890751343,1.9397156464371337,0.0006839413839517514,-2.7230844573318307e-06,26144269243.124996,23.05247371465412,24.92339111599816,10269803370.071941,66694685964.58015
