a_scale,g_factor,B4,B6,G0,log_gamma_min,log_gamma_other,gamma_min,gamma_other
0.6486326875043638,2.0135742818199582,-5.362295139145597e-05,4.339530470609181e-05,26125313716.95419,23.024389472944502,24.632276494295407,9985396104.122673,49849609224.44793
